"observation_id","checking_balance","months_loan_duration","credit_history","purpose","amount","savings_balance","employment_length","installment_rate","personal_status","other_debtors","residence_history","property","age","installment_plan","housing","existing_credits","default","dependents","telephone","foreign_worker","job"
332,"unknown",18,"critical","education",1864,"101 - 500 DM","1 - 4 yrs",4,"female","none",2,"real estate",30,"none","own",2,2,1,"none","yes","skilled employee"
333,"1 - 200 DM",60,"repaid","car (new)",7408,"101 - 500 DM","0 - 1 yrs",4,"female","none",2,"building society savings",24,"none","own",1,2,1,"none","yes","mangement self-employed"
334,"unknown",48,"critical","car (used)",11590,"101 - 500 DM","1 - 4 yrs",2,"female","none",4,"other",24,"bank","rent",2,2,1,"none","yes","unskilled resident"
335,"< 0 DM",24,"fully repaid","furniture",4110,"< 100 DM","> 7 yrs",3,"single male","none",4,"unknown/none",23,"bank","rent",2,2,2,"none","yes","skilled employee"
336,"< 0 DM",6,"critical","furniture",3384,"< 100 DM","1 - 4 yrs",1,"divorced male","none",4,"real estate",44,"none","rent",1,2,1,"yes","yes","mangement self-employed"
337,"1 - 200 DM",13,"repaid","radio/tv",2101,"< 100 DM","0 - 1 yrs",2,"female","guarantor",4,"building society savings",23,"none","own",1,1,1,"none","yes","unskilled resident"
338,"< 0 DM",15,"repaid","domestic appliances",1275,"unknown","1 - 4 yrs",4,"female","none",2,"other",24,"none","rent",1,2,1,"none","yes","skilled employee"
339,"< 0 DM",24,"repaid","furniture",4169,"< 100 DM","1 - 4 yrs",4,"single male","none",4,"building society savings",28,"none","own",1,1,1,"none","yes","skilled employee"
340,"1 - 200 DM",10,"repaid","furniture",1521,"< 100 DM","1 - 4 yrs",4,"divorced male","none",2,"other",31,"none","own",1,1,1,"none","yes","unskilled resident"
341,"1 - 200 DM",24,"critical","education",5743,"< 100 DM","0 - 1 yrs",2,"female","none",4,"unknown/none",24,"none","for free",2,1,1,"yes","yes","skilled employee"
342,"< 0 DM",21,"repaid","furniture",3599,"< 100 DM","4 - 7 yrs",1,"female","none",4,"other",26,"none","rent",1,1,1,"none","yes","unskilled resident"
343,"1 - 200 DM",18,"repaid","radio/tv",3213,"501 - 1000 DM","0 - 1 yrs",1,"married male","none",3,"real estate",25,"none","rent",1,1,1,"none","yes","skilled employee"
344,"1 - 200 DM",18,"repaid","business",4439,"< 100 DM","> 7 yrs",1,"single male","co-applicant",1,"real estate",33,"bank","own",1,1,1,"yes","yes","mangement self-employed"
345,"> 200 DM",10,"repaid","car (new)",3949,"< 100 DM","0 - 1 yrs",1,"single male","guarantor",1,"building society savings",37,"none","own",1,1,2,"none","yes","unskilled resident"
346,"unknown",15,"critical","radio/tv",1459,"< 100 DM","1 - 4 yrs",4,"female","none",2,"other",43,"none","own",1,1,1,"none","yes","unskilled resident"
347,"1 - 200 DM",13,"critical","radio/tv",882,"< 100 DM","0 - 1 yrs",4,"single male","guarantor",4,"real estate",23,"none","own",2,1,1,"none","yes","skilled employee"
348,"1 - 200 DM",24,"repaid","radio/tv",3758,"501 - 1000 DM","unemployed",1,"female","none",4,"unknown/none",23,"none","rent",1,1,1,"none","yes","unemployed non-resident"
349,"unknown",6,"delayed","business",1743,"101 - 500 DM","1 - 4 yrs",1,"single male","none",2,"real estate",34,"none","own",2,1,1,"none","yes","unskilled resident"
350,"1 - 200 DM",9,"critical","education",1136,"> 1000 DM","> 7 yrs",4,"single male","none",3,"unknown/none",32,"none","for free",2,2,2,"none","yes","skilled employee"
351,"unknown",9,"repaid","domestic appliances",1236,"< 100 DM","0 - 1 yrs",1,"female","none",4,"real estate",23,"none","rent",1,1,1,"yes","yes","skilled employee"
352,"1 - 200 DM",9,"repaid","furniture",959,"< 100 DM","1 - 4 yrs",1,"female","none",2,"other",29,"none","own",1,2,1,"none","no","skilled employee"
353,"unknown",18,"critical","car (used)",3229,"unknown","unemployed",2,"single male","none",4,"unknown/none",38,"none","own",1,1,1,"yes","yes","mangement self-employed"
354,"< 0 DM",12,"fully repaid","radio/tv",6199,"< 100 DM","1 - 4 yrs",4,"single male","none",2,"building society savings",28,"none","rent",2,2,1,"yes","yes","skilled employee"
355,"unknown",10,"repaid","education",727,"501 - 1000 DM","> 7 yrs",4,"single male","none",4,"unknown/none",46,"none","for free",1,1,1,"yes","yes","skilled employee"
356,"1 - 200 DM",24,"repaid","car (new)",1246,"< 100 DM","0 - 1 yrs",4,"single male","none",2,"real estate",23,"stores","own",1,2,1,"none","yes","unskilled resident"
357,"unknown",12,"critical","radio/tv",2331,"unknown","> 7 yrs",1,"single male","co-applicant",4,"real estate",49,"none","own",1,1,1,"yes","yes","skilled employee"
358,"unknown",36,"delayed","radio/tv",4463,"< 100 DM","1 - 4 yrs",4,"single male","none",2,"other",26,"none","own",2,2,1,"yes","yes","mangement self-employed"
359,"unknown",12,"repaid","radio/tv",776,"< 100 DM","1 - 4 yrs",4,"married male","none",2,"real estate",28,"none","own",1,1,1,"none","yes","skilled employee"
360,"< 0 DM",30,"repaid","furniture",2406,"< 100 DM","4 - 7 yrs",4,"female","none",4,"real estate",23,"none","rent",1,2,1,"none","yes","skilled employee"
361,"1 - 200 DM",18,"repaid","education",1239,"unknown","1 - 4 yrs",4,"single male","none",4,"unknown/none",61,"none","for free",1,1,1,"none","yes","skilled employee"
362,"> 200 DM",12,"repaid","radio/tv",3399,"unknown","> 7 yrs",2,"single male","none",3,"other",37,"none","own",1,1,1,"none","yes","mangement self-employed"
363,"> 200 DM",12,"delayed","car (new)",2247,"< 100 DM","1 - 4 yrs",2,"female","none",2,"other",36,"stores","own",2,1,1,"yes","yes","skilled employee"
364,"unknown",6,"repaid","furniture",1766,"< 100 DM","1 - 4 yrs",1,"married male","none",2,"building society savings",21,"none","rent",1,1,1,"none","yes","skilled employee"
365,"< 0 DM",18,"repaid","furniture",2473,"< 100 DM","unemployed",4,"single male","none",1,"other",25,"none","own",1,2,1,"none","yes","unemployed non-resident"
366,"unknown",12,"repaid","business",1542,"< 100 DM","4 - 7 yrs",2,"single male","none",4,"other",36,"none","own",1,1,1,"yes","yes","skilled employee"
367,"unknown",18,"critical","car (used)",3850,"< 100 DM","4 - 7 yrs",3,"single male","none",1,"other",27,"none","own",2,1,1,"none","yes","skilled employee"
368,"< 0 DM",18,"repaid","furniture",3650,"< 100 DM","0 - 1 yrs",1,"female","none",4,"other",22,"none","rent",1,1,1,"none","yes","skilled employee"
369,"< 0 DM",36,"repaid","furniture",3446,"< 100 DM","> 7 yrs",4,"single male","none",2,"other",42,"none","own",1,2,2,"none","yes","skilled employee"
370,"1 - 200 DM",18,"repaid","furniture",3001,"< 100 DM","4 - 7 yrs",2,"female","none",4,"real estate",40,"none","rent",1,1,1,"none","yes","skilled employee"
371,"unknown",36,"repaid","car (new)",3079,"unknown","1 - 4 yrs",4,"single male","none",4,"real estate",36,"none","own",1,1,1,"none","yes","skilled employee"
372,"unknown",18,"critical","radio/tv",6070,"< 100 DM","> 7 yrs",3,"single male","none",4,"other",33,"none","own",2,1,1,"yes","yes","skilled employee"
373,"unknown",10,"critical","furniture",2146,"< 100 DM","0 - 1 yrs",1,"female","none",3,"real estate",23,"none","rent",2,1,1,"none","yes","skilled employee"
374,"unknown",60,"critical","car (new)",13756,"unknown","> 7 yrs",2,"single male","none",4,"unknown/none",63,"bank","for free",1,1,1,"yes","yes","mangement self-employed"
375,"1 - 200 DM",60,"fully repaid this bank","others",14782,"101 - 500 DM","> 7 yrs",3,"female","none",4,"unknown/none",60,"bank","for free",2,2,1,"yes","yes","mangement self-employed"
376,"< 0 DM",48,"fully repaid this bank","business",7685,"< 100 DM","4 - 7 yrs",2,"female","guarantor",4,"other",37,"none","rent",1,2,1,"none","yes","skilled employee"
377,"unknown",18,"delayed","radio/tv",2320,"< 100 DM","unemployed",2,"married male","none",3,"real estate",34,"none","own",2,1,1,"none","yes","skilled employee"
378,"unknown",7,"delayed","radio/tv",846,"unknown","> 7 yrs",3,"single male","none",4,"unknown/none",36,"none","for free",1,1,1,"none","yes","skilled employee"
379,"1 - 200 DM",36,"repaid","car (new)",14318,"< 100 DM","> 7 yrs",4,"single male","none",2,"unknown/none",57,"none","for free",1,2,1,"yes","yes","mangement self-employed"
380,"unknown",6,"critical","car (new)",362,"101 - 500 DM","1 - 4 yrs",4,"female","none",4,"other",52,"none","own",2,1,1,"none","yes","unskilled resident"
381,"< 0 DM",20,"repaid","furniture",2212,"unknown","4 - 7 yrs",4,"single male","none",4,"other",39,"none","own",1,1,1,"yes","yes","skilled employee"
382,"1 - 200 DM",18,"repaid","car (used)",12976,"< 100 DM","unemployed",3,"female","none",4,"unknown/none",38,"none","for free",1,2,1,"yes","yes","mangement self-employed"
383,"unknown",22,"repaid","car (new)",1283,"unknown","4 - 7 yrs",4,"female","none",4,"building society savings",25,"none","rent",1,1,1,"none","yes","skilled employee"
384,"> 200 DM",12,"repaid","car (new)",1330,"< 100 DM","0 - 1 yrs",4,"single male","none",1,"real estate",26,"none","own",1,1,1,"none","yes","skilled employee"
385,"unknown",30,"delayed","business",4272,"101 - 500 DM","1 - 4 yrs",2,"single male","none",2,"building society savings",26,"none","own",2,1,1,"none","yes","unskilled resident"
386,"unknown",18,"critical","radio/tv",2238,"< 100 DM","1 - 4 yrs",2,"female","none",1,"other",25,"none","own",2,1,1,"none","yes","skilled employee"
387,"unknown",18,"repaid","radio/tv",1126,"unknown","0 - 1 yrs",4,"female","none",2,"real estate",21,"none","rent",1,1,1,"yes","yes","skilled employee"
388,"1 - 200 DM",18,"critical","furniture",7374,"< 100 DM","unemployed",4,"single male","none",4,"building society savings",40,"stores","own",2,1,1,"yes","yes","mangement self-employed"
389,"1 - 200 DM",15,"critical","business",2326,"501 - 1000 DM","1 - 4 yrs",2,"single male","none",4,"other",27,"bank","own",1,1,1,"none","yes","skilled employee"
390,"unknown",9,"repaid","business",1449,"< 100 DM","4 - 7 yrs",3,"female","none",2,"other",27,"none","own",2,1,1,"none","yes","skilled employee"
391,"unknown",18,"repaid","car (new)",1820,"< 100 DM","1 - 4 yrs",2,"married male","none",2,"building society savings",30,"none","own",1,1,1,"yes","yes","mangement self-employed"
392,"1 - 200 DM",12,"repaid","furniture",983,"> 1000 DM","0 - 1 yrs",1,"female","none",4,"real estate",19,"none","rent",1,1,1,"none","yes","unskilled resident"
393,"< 0 DM",36,"repaid","car (new)",3249,"< 100 DM","4 - 7 yrs",2,"single male","none",4,"unknown/none",39,"bank","for free",1,1,2,"yes","yes","mangement self-employed"
394,"< 0 DM",6,"critical","radio/tv",1957,"< 100 DM","4 - 7 yrs",1,"female","none",4,"other",31,"none","own",1,1,1,"none","yes","skilled employee"
395,"unknown",9,"critical","furniture",2406,"< 100 DM","unemployed",2,"single male","none",3,"other",31,"none","own",1,1,1,"none","yes","mangement self-employed"
396,"1 - 200 DM",39,"delayed","education",11760,"101 - 500 DM","4 - 7 yrs",2,"single male","none",3,"unknown/none",32,"none","rent",1,1,1,"yes","yes","skilled employee"
397,"< 0 DM",12,"repaid","furniture",2578,"< 100 DM","unemployed",3,"female","none",4,"unknown/none",55,"none","for free",1,1,1,"none","yes","mangement self-employed"
398,"< 0 DM",36,"critical","furniture",2348,"< 100 DM","1 - 4 yrs",3,"married male","none",2,"building society savings",46,"none","own",2,1,1,"yes","yes","skilled employee"
399,"1 - 200 DM",12,"repaid","car (new)",1223,"< 100 DM","> 7 yrs",1,"divorced male","none",1,"real estate",46,"none","rent",2,2,1,"none","yes","skilled employee"
400,"unknown",24,"critical","radio/tv",1516,"> 1000 DM","1 - 4 yrs",4,"female","none",1,"real estate",43,"none","own",2,1,1,"none","yes","unskilled resident"
401,"unknown",18,"repaid","radio/tv",1473,"< 100 DM","0 - 1 yrs",3,"married male","none",4,"real estate",39,"none","own",1,1,1,"yes","yes","skilled employee"
402,"1 - 200 DM",18,"critical","business",1887,"unknown","1 - 4 yrs",4,"married male","none",4,"real estate",28,"bank","own",2,1,1,"none","yes","skilled employee"
403,"unknown",24,"delayed","business",8648,"< 100 DM","0 - 1 yrs",2,"single male","none",2,"other",27,"bank","own",2,2,1,"yes","yes","skilled employee"
404,"unknown",14,"delayed","car (new)",802,"< 100 DM","1 - 4 yrs",4,"single male","none",2,"other",27,"none","own",2,1,1,"none","yes","unskilled resident"
405,"1 - 200 DM",18,"delayed","car (new)",2899,"unknown","> 7 yrs",4,"single male","none",4,"other",43,"none","own",1,1,2,"none","yes","skilled employee"
406,"1 - 200 DM",24,"repaid","radio/tv",2039,"< 100 DM","0 - 1 yrs",1,"married male","none",1,"building society savings",22,"none","own",1,2,1,"yes","yes","skilled employee"
407,"unknown",24,"critical","car (used)",2197,"unknown","4 - 7 yrs",4,"single male","none",4,"other",43,"none","own",2,1,2,"yes","yes","skilled employee"
408,"< 0 DM",15,"repaid","radio/tv",1053,"< 100 DM","0 - 1 yrs",4,"married male","none",2,"real estate",27,"none","own",1,1,1,"none","no","skilled employee"
409,"unknown",24,"repaid","radio/tv",3235,"501 - 1000 DM","> 7 yrs",3,"divorced male","none",2,"other",26,"none","own",1,1,1,"yes","yes","mangement self-employed"
410,"> 200 DM",12,"critical","car (new)",939,"501 - 1000 DM","4 - 7 yrs",4,"married male","none",2,"real estate",28,"none","own",3,2,1,"yes","yes","skilled employee"
411,"1 - 200 DM",24,"repaid","radio/tv",1967,"< 100 DM","> 7 yrs",4,"female","none",4,"other",20,"none","own",1,1,1,"yes","yes","skilled employee"
412,"unknown",33,"critical","car (used)",7253,"< 100 DM","4 - 7 yrs",3,"single male","none",2,"other",35,"none","own",2,1,1,"yes","yes","mangement self-employed"
413,"unknown",12,"critical","business",2292,"< 100 DM","unemployed",4,"single male","none",2,"other",42,"stores","own",2,2,1,"yes","yes","mangement self-employed"
414,"unknown",10,"repaid","car (new)",1597,"501 - 1000 DM","1 - 4 yrs",3,"single male","none",2,"unknown/none",40,"none","rent",1,1,2,"none","no","unskilled resident"
415,"< 0 DM",24,"repaid","car (new)",1381,"unknown","1 - 4 yrs",4,"female","none",2,"building society savings",35,"none","own",1,2,1,"none","yes","skilled employee"
416,"unknown",36,"critical","car (used)",5842,"< 100 DM","> 7 yrs",2,"single male","none",2,"building society savings",35,"none","own",2,1,2,"yes","yes","skilled employee"
417,"< 0 DM",12,"repaid","car (new)",2579,"< 100 DM","0 - 1 yrs",4,"single male","none",1,"real estate",33,"none","own",1,2,2,"none","yes","unskilled resident"
418,"< 0 DM",18,"delayed","education",8471,"unknown","1 - 4 yrs",1,"female","none",2,"other",23,"none","rent",2,1,1,"yes","yes","skilled employee"
419,"unknown",21,"repaid","car (new)",2782,"501 - 1000 DM","4 - 7 yrs",1,"female","none",2,"other",31,"bank","own",1,1,1,"none","yes","mangement self-employed"
420,"1 - 200 DM",18,"repaid","car (new)",1042,"unknown","1 - 4 yrs",4,"female","none",2,"building society savings",33,"none","own",1,2,1,"none","yes","skilled employee"
421,"unknown",15,"repaid","car (new)",3186,"> 1000 DM","4 - 7 yrs",2,"female","none",3,"other",20,"none","rent",1,1,1,"none","yes","skilled employee"
422,"1 - 200 DM",12,"repaid","car (used)",2028,"unknown","1 - 4 yrs",4,"single male","none",2,"other",30,"none","own",1,1,1,"none","yes","skilled employee"
423,"1 - 200 DM",12,"critical","car (new)",958,"< 100 DM","4 - 7 yrs",2,"single male","none",3,"real estate",47,"none","own",2,1,2,"none","yes","unskilled resident"
424,"unknown",21,"delayed","furniture",1591,"101 - 500 DM","4 - 7 yrs",4,"single male","none",3,"real estate",34,"none","own",2,1,1,"none","yes","mangement self-employed"
425,"1 - 200 DM",12,"repaid","furniture",2762,"unknown","> 7 yrs",1,"female","none",2,"building society savings",25,"bank","own",1,2,1,"yes","yes","skilled employee"
426,"1 - 200 DM",18,"repaid","car (used)",2779,"< 100 DM","1 - 4 yrs",1,"married male","none",3,"other",21,"none","rent",1,1,1,"yes","yes","skilled employee"
427,"unknown",28,"critical","radio/tv",2743,"< 100 DM","> 7 yrs",4,"single male","none",2,"other",29,"none","own",2,1,1,"none","yes","skilled employee"
428,"unknown",18,"critical","radio/tv",1149,"> 1000 DM","1 - 4 yrs",4,"single male","none",3,"real estate",46,"none","own",2,1,1,"none","yes","skilled employee"
429,"unknown",9,"repaid","furniture",1313,"< 100 DM","> 7 yrs",1,"single male","none",4,"other",20,"none","own",1,1,1,"none","yes","skilled employee"
430,"< 0 DM",18,"critical","repairs",1190,"< 100 DM","unemployed",2,"female","none",4,"unknown/none",55,"none","for free",3,2,2,"none","yes","unemployed non-resident"
431,"unknown",5,"repaid","business",3448,"< 100 DM","4 - 7 yrs",1,"single male","none",4,"real estate",74,"none","own",1,1,1,"none","yes","unskilled resident"
432,"1 - 200 DM",24,"repaid","others",11328,"< 100 DM","1 - 4 yrs",2,"single male","co-applicant",3,"other",29,"bank","own",2,2,1,"yes","yes","mangement self-employed"
433,"< 0 DM",6,"critical","furniture",1872,"< 100 DM","unemployed",4,"single male","none",4,"unknown/none",36,"none","for free",3,1,1,"yes","yes","mangement self-employed"
434,"unknown",24,"critical","repairs",2058,"< 100 DM","1 - 4 yrs",4,"divorced male","none",2,"real estate",33,"none","own",2,1,1,"yes","yes","skilled employee"
435,"< 0 DM",9,"repaid","furniture",2136,"< 100 DM","1 - 4 yrs",3,"single male","none",2,"real estate",25,"none","own",1,1,1,"none","yes","skilled employee"
436,"1 - 200 DM",12,"repaid","radio/tv",1484,"unknown","1 - 4 yrs",2,"married male","none",1,"real estate",25,"none","own",1,2,1,"yes","yes","skilled employee"
437,"unknown",6,"repaid","repairs",660,"501 - 1000 DM","4 - 7 yrs",2,"married male","none",4,"real estate",23,"none","rent",1,1,1,"none","yes","unskilled resident"
438,"unknown",24,"critical","car (new)",1287,"> 1000 DM","> 7 yrs",4,"female","none",4,"real estate",37,"none","own",2,1,1,"yes","yes","skilled employee"
439,"< 0 DM",42,"critical","repairs",3394,"< 100 DM","unemployed",4,"single male","co-applicant",4,"other",65,"none","own",2,1,1,"none","yes","unemployed non-resident"
440,"> 200 DM",12,"fully repaid this bank","business",609,"< 100 DM","0 - 1 yrs",4,"female","none",1,"real estate",26,"none","own",1,2,1,"none","yes","unemployed non-resident"
441,"unknown",12,"repaid","car (new)",1884,"< 100 DM","> 7 yrs",4,"single male","none",4,"other",39,"none","own",1,1,1,"yes","yes","mangement self-employed"
442,"< 0 DM",12,"repaid","furniture",1620,"< 100 DM","1 - 4 yrs",2,"female","co-applicant",3,"building society savings",30,"none","own",1,1,1,"none","yes","skilled employee"
443,"1 - 200 DM",20,"delayed","others",2629,"< 100 DM","1 - 4 yrs",2,"single male","none",3,"other",29,"bank","own",2,1,1,"yes","yes","skilled employee"
444,"unknown",12,"repaid","education",719,"< 100 DM","> 7 yrs",4,"single male","none",4,"other",41,"bank","own",1,2,2,"none","yes","unskilled resident"
445,"1 - 200 DM",48,"critical","furniture",5096,"< 100 DM","1 - 4 yrs",2,"female","none",3,"other",30,"none","own",1,2,1,"yes","yes","mangement self-employed"
446,"unknown",9,"critical","education",1244,"unknown","> 7 yrs",4,"female","none",4,"building society savings",41,"none","rent",2,1,1,"none","yes","unskilled resident"
447,"< 0 DM",36,"repaid","car (new)",1842,"< 100 DM","0 - 1 yrs",4,"female","none",4,"other",34,"none","own",1,2,1,"yes","yes","skilled employee"
448,"1 - 200 DM",7,"repaid","radio/tv",2576,"< 100 DM","1 - 4 yrs",2,"single male","guarantor",2,"real estate",35,"none","own",1,1,1,"none","yes","skilled employee"
449,"> 200 DM",12,"repaid","furniture",1424,"unknown","> 7 yrs",3,"female","none",4,"real estate",55,"none","own",1,1,1,"yes","yes","mangement self-employed"
450,"1 - 200 DM",15,"delayed","repairs",1512,"> 1000 DM","1 - 4 yrs",3,"married male","none",3,"building society savings",61,"stores","own",2,2,1,"none","yes","skilled employee"
451,"unknown",36,"critical","car (used)",11054,"unknown","1 - 4 yrs",4,"single male","none",2,"other",30,"none","own",1,1,1,"yes","yes","mangement self-employed"
452,"unknown",6,"repaid","radio/tv",518,"< 100 DM","1 - 4 yrs",3,"female","none",1,"real estate",29,"none","own",1,1,1,"none","yes","skilled employee"
453,"unknown",12,"fully repaid","furniture",2759,"< 100 DM","> 7 yrs",2,"single male","none",4,"building society savings",34,"none","own",2,1,1,"none","yes","skilled employee"
454,"unknown",24,"repaid","car (used)",2670,"< 100 DM","> 7 yrs",4,"single male","none",4,"other",35,"none","own",1,1,1,"yes","yes","mangement self-employed"
455,"< 0 DM",24,"repaid","car (new)",4817,"< 100 DM","4 - 7 yrs",2,"single male","co-applicant",3,"building society savings",31,"none","own",1,2,1,"yes","yes","skilled employee"
456,"unknown",24,"repaid","car (used)",2679,"< 100 DM","0 - 1 yrs",4,"female","none",1,"unknown/none",29,"none","own",1,1,1,"yes","yes","mangement self-employed"
457,"< 0 DM",11,"critical","car (new)",3905,"< 100 DM","1 - 4 yrs",2,"single male","none",2,"real estate",36,"none","rent",2,1,2,"none","yes","skilled employee"
458,"< 0 DM",12,"repaid","car (used)",3386,"< 100 DM","> 7 yrs",3,"single male","none",4,"unknown/none",35,"none","for free",1,2,1,"yes","yes","skilled employee"
459,"< 0 DM",6,"repaid","domestic appliances",343,"< 100 DM","0 - 1 yrs",4,"female","none",1,"real estate",27,"none","own",1,1,1,"none","yes","skilled employee"
460,"unknown",18,"repaid","radio/tv",4594,"< 100 DM","0 - 1 yrs",3,"single male","none",2,"other",32,"none","own",1,1,1,"yes","yes","skilled employee"
461,"< 0 DM",36,"repaid","furniture",3620,"< 100 DM","1 - 4 yrs",1,"single male","guarantor",2,"building society savings",37,"none","own",1,1,2,"none","yes","skilled employee"
462,"< 0 DM",15,"repaid","car (new)",1721,"< 100 DM","0 - 1 yrs",2,"single male","none",3,"real estate",36,"none","own",1,1,1,"none","yes","skilled employee"
463,"1 - 200 DM",12,"repaid","furniture",3017,"< 100 DM","0 - 1 yrs",3,"female","none",1,"real estate",34,"none","rent",1,1,1,"none","yes","mangement self-employed"
464,"1 - 200 DM",12,"repaid","retraining",754,"unknown","> 7 yrs",4,"single male","none",4,"building society savings",38,"none","own",2,1,1,"none","yes","skilled employee"
465,"unknown",18,"repaid","business",1950,"< 100 DM","4 - 7 yrs",4,"single male","none",1,"other",34,"stores","own",2,1,1,"yes","yes","skilled employee"
466,"< 0 DM",24,"repaid","car (used)",2924,"< 100 DM","1 - 4 yrs",3,"single male","guarantor",4,"unknown/none",63,"bank","own",1,1,2,"yes","yes","skilled employee"
467,"< 0 DM",24,"delayed","radio/tv",1659,"< 100 DM","0 - 1 yrs",4,"female","none",2,"other",29,"none","rent",1,2,1,"yes","yes","unskilled resident"
468,"unknown",48,"delayed","radio/tv",7238,"unknown","> 7 yrs",3,"single male","none",3,"other",32,"bank","own",2,1,2,"none","yes","skilled employee"
469,"unknown",33,"delayed","business",2764,"< 100 DM","1 - 4 yrs",2,"female","none",2,"other",26,"none","own",2,1,1,"yes","yes","skilled employee"
470,"unknown",24,"delayed","car (used)",4679,"< 100 DM","4 - 7 yrs",3,"single male","none",3,"other",35,"none","own",2,1,1,"yes","yes","unskilled resident"
471,"1 - 200 DM",24,"repaid","radio/tv",3092,"101 - 500 DM","0 - 1 yrs",3,"married male","none",2,"other",22,"none","rent",1,2,1,"yes","yes","skilled employee"
472,"< 0 DM",6,"repaid","education",448,"< 100 DM","0 - 1 yrs",4,"female","none",4,"building society savings",23,"none","own",1,2,1,"none","yes","skilled employee"
473,"< 0 DM",9,"repaid","car (new)",654,"< 100 DM","1 - 4 yrs",4,"single male","none",3,"other",28,"none","own",1,2,1,"none","yes","unskilled resident"
474,"unknown",6,"repaid","retraining",1238,"unknown","unemployed",4,"single male","none",4,"building society savings",36,"none","own",1,1,2,"yes","yes","mangement self-employed"
475,"1 - 200 DM",18,"critical","radio/tv",1245,"< 100 DM","1 - 4 yrs",4,"married male","none",2,"other",33,"none","own",1,2,1,"none","yes","skilled employee"
476,"< 0 DM",18,"fully repaid","furniture",3114,"< 100 DM","0 - 1 yrs",1,"female","none",4,"building society savings",26,"none","rent",1,2,1,"none","yes","skilled employee"
477,"unknown",39,"repaid","car (used)",2569,"501 - 1000 DM","1 - 4 yrs",4,"single male","none",4,"other",24,"none","own",1,1,1,"none","yes","skilled employee"
478,"> 200 DM",24,"repaid","radio/tv",5152,"< 100 DM","4 - 7 yrs",4,"single male","none",2,"other",25,"bank","own",1,1,1,"none","yes","skilled employee"
479,"1 - 200 DM",12,"repaid","business",1037,"101 - 500 DM","4 - 7 yrs",3,"single male","none",4,"real estate",39,"none","own",1,1,1,"none","yes","unskilled resident"
480,"< 0 DM",15,"critical","furniture",1478,"< 100 DM","> 7 yrs",4,"single male","none",4,"other",44,"none","own",2,1,2,"yes","yes","skilled employee"
481,"1 - 200 DM",12,"critical","radio/tv",3573,"< 100 DM","1 - 4 yrs",1,"female","none",1,"real estate",23,"none","own",1,1,1,"none","yes","unskilled resident"
482,"1 - 200 DM",24,"repaid","car (new)",1201,"< 100 DM","0 - 1 yrs",4,"single male","none",1,"building society savings",26,"none","own",1,1,1,"none","yes","skilled employee"
483,"< 0 DM",30,"repaid","furniture",3622,"> 1000 DM","> 7 yrs",4,"female","none",4,"building society savings",57,"none","rent",2,1,1,"yes","yes","skilled employee"
484,"unknown",15,"delayed","furniture",960,"> 1000 DM","4 - 7 yrs",3,"female","none",2,"building society savings",30,"none","own",2,1,1,"none","yes","skilled employee"
485,"unknown",12,"critical","car (new)",1163,"501 - 1000 DM","1 - 4 yrs",4,"single male","none",4,"real estate",44,"none","own",1,1,1,"yes","yes","skilled employee"
486,"1 - 200 DM",6,"delayed","car (new)",1209,"< 100 DM","unemployed",4,"single male","none",4,"building society savings",47,"none","own",1,2,1,"yes","yes","mangement self-employed"
487,"unknown",12,"repaid","radio/tv",3077,"< 100 DM","1 - 4 yrs",2,"single male","none",4,"other",52,"none","own",1,1,1,"yes","yes","skilled employee"
488,"unknown",24,"repaid","car (new)",3757,"< 100 DM","> 7 yrs",4,"female","co-applicant",4,"unknown/none",62,"none","for free",1,1,1,"yes","yes","skilled employee"
489,"unknown",10,"repaid","car (new)",1418,"101 - 500 DM","1 - 4 yrs",3,"single male","none",2,"real estate",35,"none","rent",1,1,1,"none","no","unskilled resident"
490,"unknown",6,"repaid","car (new)",3518,"< 100 DM","1 - 4 yrs",2,"single male","guarantor",3,"building society savings",26,"none","rent",1,1,1,"none","yes","skilled employee"
491,"unknown",12,"critical","radio/tv",1934,"< 100 DM","> 7 yrs",2,"single male","none",2,"unknown/none",26,"none","own",2,1,1,"none","yes","skilled employee"
492,"1 - 200 DM",27,"fully repaid","business",8318,"< 100 DM","> 7 yrs",2,"female","none",4,"unknown/none",42,"none","for free",2,2,1,"yes","yes","mangement self-employed"
493,"unknown",6,"critical","radio/tv",1237,"101 - 500 DM","1 - 4 yrs",1,"female","none",1,"building society savings",27,"none","own",2,1,1,"none","yes","skilled employee"
494,"1 - 200 DM",6,"repaid","radio/tv",368,"unknown","> 7 yrs",4,"single male","none",4,"building society savings",38,"none","own",1,1,1,"none","yes","skilled employee"
495,"< 0 DM",12,"critical","car (new)",2122,"< 100 DM","1 - 4 yrs",3,"single male","none",2,"real estate",39,"none","rent",2,1,2,"none","no","unskilled resident"
496,"< 0 DM",24,"repaid","furniture",2996,"unknown","1 - 4 yrs",2,"married male","none",4,"other",20,"none","own",1,2,1,"none","yes","skilled employee"
497,"1 - 200 DM",36,"repaid","furniture",9034,"101 - 500 DM","0 - 1 yrs",4,"single male","co-applicant",1,"unknown/none",29,"none","rent",1,2,1,"yes","yes","mangement self-employed"
498,"unknown",24,"critical","furniture",1585,"< 100 DM","4 - 7 yrs",4,"single male","none",3,"building society savings",40,"none","own",2,1,1,"none","yes","skilled employee"
